file,classification,title,canonical_url,h1_count,article_element_count,stylesheet_references,analytics_presence,header_variant,navigation_variant,footer_variant,jsonld_types,obvious_malformed_html,literal_markdown_in_rendered_content,relative_link_style,phase1_included
emergency-prep/home-hazard-map-basics.html,article,Home Hazard Map Basics: Turning Risks Into a Clear Plan,https://homeprotectionbasics.com/emergency-prep/home-hazard-map-basics.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
emergency-prep/hurricane-preparedness-basics.html,article,Hurricane Preparedness Basics: Protecting Your Home Before the Storm,https://homeprotectionbasics.com/emergency-prep/hurricane-preparedness-basics.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
emergency-prep/index.html,category hub,Emergency Prep Basics: Kits  Hazards & Short-Term Survival,https://homeprotectionbasics.com/emergency-prep/,1,1,/style.css,True,standard,empty,standard,WebPage,False,False,root_relative,False
emergency-prep/medication-management-during-emergencies.html,article,Medication Management During Emergencies: Staying Safe When Access Drops,https://homeprotectionbasics.com/emergency-prep/medication-management-during-emergencies.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
emergency-prep/neighborhood-coordination-basics.html,article,Neighborhood Coordination Basics: Working Together Before Things Get Bad,https://homeprotectionbasics.com/emergency-prep/neighborhood-coordination-basics.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
emergency-prep/non-perishable-food-basics.html,article,Non-Perishable Food Basics: Building a Simple  Reliable Supply,https://homeprotectionbasics.com/emergency-prep/non-perishable-food-basics.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
emergency-prep/pet-emergency-prep-basics.html,article,Pet Emergency Prep Basics: Keeping Animals Safe During Disasters,https://homeprotectionbasics.com/emergency-prep/pet-emergency-prep-basics.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
emergency-prep/power-bank-and-generator-basics.html,article,Power Bank and Generator Basics: Keeping Electricity When the Grid Fails,https://homeprotectionbasics.com/emergency-prep/power-bank-and-generator-basics.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
emergency-prep/power-outage-prep-basics.html,article,Power Outage Prep Basics: Staying Safe When the Lights Go Out,https://homeprotectionbasics.com/emergency-prep/power-outage-prep-basics.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
emergency-prep/protecting-important-documents-at-home.html,article,Protecting Important Documents at Home: Keep Them Safe  Dry  and Findable,https://homeprotectionbasics.com/emergency-prep/protecting-important-documents-at-home.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
emergency-prep/radiation-emergency-basics.html,article,Radiation Emergency Basics: What to Do If Something Serious Happens,https://homeprotectionbasics.com/emergency-prep/radiation-emergency-basics.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
emergency-prep/rural-emergency-prep-basics.html,article,Rural Emergency Prep Basics: Planning When Help Is Far Away,https://homeprotectionbasics.com/emergency-prep/rural-emergency-prep-basics.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
emergency-prep/safe-room-basics.html,article,Safe Room Basics: Creating a Secure Space Inside Your Home,https://homeprotectionbasics.com/emergency-prep/safe-room-basics.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
emergency-prep/security-during-disasters.html,article,Security During Disasters: Keeping Your Home and Family Protected,https://homeprotectionbasics.com/emergency-prep/security-during-disasters.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
emergency-prep/shelter-in-place-basics.html,article,Shelter-in-Place Basics: Staying Indoors When Outside Isn’t Safe,https://homeprotectionbasics.com/emergency-prep/shelter-in-place-basics.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
emergency-prep/short-term-evacuation-prep.html,article,Short-Term Evacuation Prep: Leaving Fast Without Forgetting Essentials,https://homeprotectionbasics.com/emergency-prep/short-term-evacuation-prep.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
emergency-prep/stay-bag-checklist.html,article,Stay-Bag Checklist: What to Keep Ready for Sheltering at Home,https://homeprotectionbasics.com/emergency-prep/stay-bag-checklist.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
emergency-prep/tornado-preparedness-basics.html,article,Tornado Preparedness Basics: What to Do Before  During  and After,https://homeprotectionbasics.com/emergency-prep/tornado-preparedness-basics.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
emergency-prep/urban-emergency-prep-basics.html,article,Urban Emergency Prep Basics: Handling Disasters in High-Density Areas,https://homeprotectionbasics.com/emergency-prep/urban-emergency-prep-basics.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
emergency-prep/water-storage-basics.html,article,Water Storage Basics: Keeping Safe Drinking Water on Hand,https://homeprotectionbasics.com/emergency-prep/water-storage-basics.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
emergency-prep/wildfire-preparedness-basics.html,article,Wildfire Preparedness Basics: Protecting Your Home Before Flames Spread,https://homeprotectionbasics.com/emergency-prep/wildfire-preparedness-basics.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/alarm-testing-schedule.html,article,Alarm Testing Schedule: How Often to Test Smoke & CO Detectors,https://homeprotectionbasics.com/fire-safety/alarm-testing-schedule.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/alarms-for-high-ceiling-homes.html,article,Alarms for High-Ceiling Homes: Proper Placement for Reliable Detection,https://homeprotectionbasics.com/fire-safety/alarms-for-high-ceiling-homes.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/apartment-fire-escape-guide.html,article,Apartment Fire Escape Guide: How to Evacuate Safely in a Multi-Unit Building,https://homeprotectionbasics.com/fire-safety/apartment-fire-escape-guide.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/candle-safety-guidelines.html,article,Candle Safety Guidelines: Using Open Flame Without Risk,https://homeprotectionbasics.com/fire-safety/candle-safety-guidelines.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/carbon-monoxide-safety-basics.html,article,Carbon Monoxide Safety Basics for Homeowners,https://homeprotectionbasics.com/fire-safety/carbon-monoxide-safety-basics.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/children-and-fire-safety-basics.html,article,Children and Fire Safety Basics: Teaching Safe Behavior Early,https://homeprotectionbasics.com/fire-safety/children-and-fire-safety-basics.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/chimney-cleaning-basics.html,article,Chimney Cleaning Basics: Preventing Creosote Fires,https://homeprotectionbasics.com/fire-safety/chimney-cleaning-basics.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/clothes-dryer-fire-prevention.html,article,Clothes Dryer Fire Prevention: Stopping Lint and Heat Buildup Before It Ignites,https://homeprotectionbasics.com/fire-safety/clothes-dryer-fire-prevention.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/common-fire-causes-analysis.html,article,Common Fire Causes Analysis: Why Home Fires Really Start,https://homeprotectionbasics.com/fire-safety/common-fire-causes-analysis.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/electrical-fire-prevention-basics.html,article,Electrical Fire Prevention Basics: Avoiding Wiring and Outlet Hazards,https://homeprotectionbasics.com/fire-safety/electrical-fire-prevention-basics.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/escape-ladder-use-basics.html,article,Escape Ladder Use Basics: How to Deploy One Safely,https://homeprotectionbasics.com/fire-safety/escape-ladder-use-basics.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/extension-cord-safety-basics.html,article,Extension Cord Safety Basics: Preventing Hidden Electrical Fire Risks,https://homeprotectionbasics.com/fire-safety/extension-cord-safety-basics.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/fire-extinguisher-maintenance-basics.html,article,Fire Extinguisher Maintenance Basics: How to Keep Your Extinguisher Ready to Use,https://homeprotectionbasics.com/fire-safety/fire-extinguisher-maintenance-basics.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/fire-extinguisher-types-and-uses.html,article,Fire Extinguisher Types and Uses: What Every Home Needs,https://homeprotectionbasics.com/fire-safety/fire-extinguisher-types-and-uses.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/fire-risk-room-by-room.html,article,Fire Risk Room-by-Room: The Real Hazards Hiding in Your Home,https://homeprotectionbasics.com/fire-safety/fire-risk-room-by-room.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/fire-safety-checkup-routine.html,article,Fire Safety Checkup Routine: A Monthly Inspection That Actually Prevents Fires,https://homeprotectionbasics.com/fire-safety/fire-safety-checkup-routine.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/fire-safety-for-renters.html,article,Fire Safety for Renters: What You Must Check Immediately,https://homeprotectionbasics.com/fire-safety/fire-safety-for-renters.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/fire-safety-myths-debunked.html,article,Fire Safety Myths Debunked: Dangerous Advice You Should Ignore,https://homeprotectionbasics.com/fire-safety/fire-safety-myths-debunked.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/fireplace-maintenance-basics.html,article,Fireplace Maintenance Basics: Safe Burning Without Guesswork,https://homeprotectionbasics.com/fire-safety/fireplace-maintenance-basics.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/flammable-liquid-storage-basics.html,article,Flammable Liquid Storage Basics: Safe Gasoline & Solvents,https://homeprotectionbasics.com/fire-safety/flammable-liquid-storage-basics.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/furnace-fire-hazard-basics.html,article,Furnace Fire Hazard Basics: What Actually Starts Fires,https://homeprotectionbasics.com/fire-safety/furnace-fire-hazard-basics.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/hardwired-vs-battery-smoke-detectors.html,article,Hardwired vs Battery Smoke Detectors Explained,https://homeprotectionbasics.com/fire-safety/hardwired-vs-battery-smoke-detectors.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/holiday-fire-safety-basics.html,article,Holiday Fire Safety Basics: Preventing Seasonal Ignition Sources,https://homeprotectionbasics.com/fire-safety/holiday-fire-safety-basics.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/home-fire-alarm-maintenance.html,article,Home Fire Alarm Maintenance: Keeping Your Detectors Reliable,https://homeprotectionbasics.com/fire-safety/home-fire-alarm-maintenance.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/home-fire-drill-guide.html,article,Home Fire Drill Guide: How to Practice a Fast  Clean Escape,https://homeprotectionbasics.com/fire-safety/home-fire-drill-guide.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/home-fire-escape-plan-checklist.html,article,Home Fire Escape Plan Checklist: A Fast  Practical Walkthrough,https://homeprotectionbasics.com/fire-safety/home-fire-escape-plan-checklist.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/home-fire-suppression-basics.html,article,Home Fire Suppression Basics: What You Can (and Can’t) Do to Stop a Fire,https://homeprotectionbasics.com/fire-safety/home-fire-suppression-basics.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/how-long-smoke-detectors-last.html,article,How Long Smoke Detectors Last Before Replacement,https://homeprotectionbasics.com/fire-safety/how-long-smoke-detectors-last.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/how-to-identify-fire-hazards.html,article,How to Identify Fire Hazards: A Practical Homeowner Inspection Guide,https://homeprotectionbasics.com/fire-safety/how-to-identify-fire-hazards.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/hvac-fire-risk-basics.html,article,HVAC Fire Risk Basics: What Can Actually Ignite,https://homeprotectionbasics.com/fire-safety/hvac-fire-risk-basics.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/identifying-primary-exits.html,article,Identifying Primary Exits: How to Choose the Fastest Way Out in a Fire,https://homeprotectionbasics.com/fire-safety/identifying-primary-exits.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/index.html,category hub,Fire Safety Basics: Detection  Prevention & Escape,https://homeprotectionbasics.com/fire-safety/,1,1,/style.css,True,standard,empty,standard,WebPage,False,False,root_relative,False
fire-safety/interconnected-alarm-benefits.html,article,Interconnected Alarm Benefits: Why Linking Your Detectors Matters,https://homeprotectionbasics.com/fire-safety/interconnected-alarm-benefits.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/kitchen-fire-prevention-basics.html,article,Kitchen Fire Prevention Basics: Stopping the Most Common Home Fires,https://homeprotectionbasics.com/fire-safety/kitchen-fire-prevention-basics.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/meeting-point-planning.html,article,Meeting Point Planning: How to Choose a Safe Place to Regroup After a Fire,https://homeprotectionbasics.com/fire-safety/meeting-point-planning.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/mobility-limited-escape-plans.html,article,Mobility-Limited Fire Escape Plans: Making Evacuation Possible for Everyone,https://homeprotectionbasics.com/fire-safety/mobility-limited-escape-plans.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/multi-family-fire-safety-basics.html,article,Multi-Family Fire Safety Basics: Essential Rules for Apartments & Shared Buildings,https://homeprotectionbasics.com/fire-safety/multi-family-fire-safety-basics.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/multi-level-fire-escape-basics.html,article,Multi-Level Fire Escape Basics: Safe Evacuation From Upstairs and Basement Rooms,https://homeprotectionbasics.com/fire-safety/multi-level-fire-escape-basics.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/nighttime-fire-escape-planning.html,article,Nighttime Fire Escape Planning: How to Get Out Safely While You’re Asleep,https://homeprotectionbasics.com/fire-safety/nighttime-fire-escape-planning.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/photoelectric-vs-ionization-alarms.html,article,Photoelectric vs Ionization Alarms: Which Your Home Actually Needs,https://homeprotectionbasics.com/fire-safety/photoelectric-vs-ionization-alarms.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/reducing-false-smoke-alarms.html,article,Reducing False Smoke Alarms: Fixing Nuisance Triggers the Right Way,https://homeprotectionbasics.com/fire-safety/reducing-false-smoke-alarms.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/replacing-smoke-detectors.html,article,Replacing Smoke Detectors: When and How to Upgrade Safely,https://homeprotectionbasics.com/fire-safety/replacing-smoke-detectors.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/rural-fire-response-limitations.html,article,Rural Fire Response Limitations: What Homeowners Must Plan For,https://homeprotectionbasics.com/fire-safety/rural-fire-response-limitations.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/smoke-barrier-basics.html,article,Smoke Barrier Basics: Slowing Smoke Spread During a Fire,https://homeprotectionbasics.com/fire-safety/smoke-barrier-basics.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/smoke-crawling-technique-basics.html,article,Smoke Crawling Technique Basics: How to Move Safely Through a House Fire,https://homeprotectionbasics.com/fire-safety/smoke-crawling-technique-basics.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/smoke-detector-placement-guide.html,article,Smoke Detector Placement Guide: Where They Must Go,https://homeprotectionbasics.com/fire-safety/smoke-detector-placement-guide.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/space-heater-safety-basics.html,article,Space Heater Safety Basics: Preventing Fires From Portable Heaters,https://homeprotectionbasics.com/fire-safety/space-heater-safety-basics.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/stovetop-fire-safety-basics.html,article,Stovetop Fire Safety Basics: Preventing and Handling Cooking Flare-Ups,https://homeprotectionbasics.com/fire-safety/stovetop-fire-safety-basics.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/teaching-kids-fire-escape-basics.html,article,Teaching Kids Fire Escape Basics: What They Must Know,https://homeprotectionbasics.com/fire-safety/teaching-kids-fire-escape-basics.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/two-story-escape-strategies.html,article,Two-Story Escape Strategies: Safe Exits From Upper Floors,https://homeprotectionbasics.com/fire-safety/two-story-escape-strategies.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/what-causes-smoke-detectors-to-chirp-or-beep.html,article,What Causes Smoke Detectors to Chirp or Beep,https://homeprotectionbasics.com/fire-safety/what-causes-smoke-detectors-to-chirp-or-beep.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/wildfire-defensible-space-basics.html,article,Wildfire Defensible Space Basics: Creating a Buffer That Protects Your Home,https://homeprotectionbasics.com/fire-safety/wildfire-defensible-space-basics.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
fire-safety/wildfire-evacuation-basics.html,article,Wildfire Evacuation Basics: Leaving Fast and Clean,https://homeprotectionbasics.com/fire-safety/wildfire-evacuation-basics.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
guides/attic-inspection-checklist.html,article,Attic Inspection Checklist,https://homeprotectionbasics.com/guides/attic-inspection-checklist.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
guides/backyard-safety-checklist.html,article,Backyard Safety Checklist,https://homeprotectionbasics.com/guides/backyard-safety-checklist.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
guides/basement-safety-checklist.html,article,Basement Safety Checklist,https://homeprotectionbasics.com/guides/basement-safety-checklist.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
guides/basic-disaster-readiness-checklist.html,utility/legal,,,0,0,,False,missing,missing,missing,,True,False,none,False
guides/carbon-monoxide-safety-checklist.html,article,Carbon Monoxide Safety Checklist,https://homeprotectionbasics.com/guides/carbon-monoxide-safety-checklist.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
guides/cleaning-supply-safety-checklist.html,article,Cleaning Supply Safety Checklist,https://homeprotectionbasics.com/guides/cleaning-supply-safety-checklist.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
guides/fall-hazard-checklist.html,article,Fall Hazard Checklist,https://homeprotectionbasics.com/guides/fall-hazard-checklist.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
guides/fire-safety-training-checklist.html,article,Fire Safety Training Checklist,https://homeprotectionbasics.com/guides/fire-safety-training-checklist.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
guides/first-week-in-new-home-checklist.html,article,First Week in a New Home Checklist,https://homeprotectionbasics.com/guides/first-week-in-new-home-checklist.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
guides/freezing-weather-prep-checklist.html,article,Freezing Weather Prep Checklist,https://homeprotectionbasics.com/guides/freezing-weather-prep-checklist.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
guides/garage-fire-hazard-checklist.html,article,Garage Fire Hazard Checklist,https://homeprotectionbasics.com/guides/garage-fire-hazard-checklist.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
guides/garage-safety-checklist.html,article,Garage Safety Checklist,https://homeprotectionbasics.com/guides/garage-safety-checklist.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
guides/generator-maintenance-checklist.html,article,Generator Maintenance Checklist,https://homeprotectionbasics.com/guides/generator-maintenance-checklist.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
guides/heatwave-prep-checklist.html,article,Heatwave Prep Checklist,https://homeprotectionbasics.com/guides/heatwave-prep-checklist.html,1,1,/style.css,True,standard,empty,standard,Article,False,False,root_relative,True
